folio,caja,usuario,fecha,cantidad,producto,importe,valor,utilidad
45827,Caja 1,wendy,02/01/2025,,,29.00,21.25,7.75
,,,,1.00,Valle Frut Citrus 2 Litros 330461,29.00,21.25,7.75
45828,Caja 1,wendy,02/01/2025,,,26.00,21.32,4.68
,,,,1.00,TostadaS Planas Milpa Real  175g,26.00,21.32,4.68
45829,Caja 1,wendy,02/01/2025,,,46.00,38.55,7.45
,,,,1.00,Mediacrema Lala 250g,16.00,14.10,1.90
,,,,0.28,Queso Fresco,30.00,24.45,5.55
45830,Caja 1,wendy,02/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
45831,Caja 1,wendy,02/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
45832,Caja 1,wendy,02/01/2025,,,41.00,34.84,6.16
,,,,1.00,Patrona 500 ml,21.00,17.54,3.46
,,,,0.16,Queso De Hebra,20.00,17.30,2.70
45833,Caja 1,wendy,02/01/2025,,,260.00,239.96,20.04
,,,,1.00,COCA COLA 2.5LT RET PAQ 8PZ,260.00,239.96,20.04
45834,Caja 1,wendy,02/01/2025,,,20.00,6.00,14.00
,,,,2.00,Importe Botella,20.00,6.00,14.00
45835,Caja 1,wendy,02/01/2025,,,37.00,32.52,4.48
,,,,1.00,HUEVO CRIO 1/2 CONO,37.00,32.52,4.48
45836,Caja 1,wendy,02/01/2025,,,46.00,39.08,6.92
,,,,1.00,Foca 500gr,21.00,17.25,3.75
,,,,1.00,Ensueño Max F Primavera Zero Enjuague 850ml,25.00,21.83,3.17
45838,Caja 1,wendy,02/01/2025,,,45.00,37.45,7.55
,,,,1.00,Carlos V 18g,10.00,8.66,1.34
,,,,1.00,Snickers 52g 1pza,17.00,14.37,2.63
,,,,1.00,Jumex Lata Botella Mango 460ml,18.00,14.42,3.58
45839,Caja 1,wendy,02/01/2025,,,6.00,0.00,6.00
,,,,1.00,Caja Vacia De Huevo,6.00,0.00,6.00
45840,Caja 1,wendy,02/01/2025,,,75.00,61.14,13.86
,,,,1.00,Nito 1Pza 62g,15.00,12.45,2.55
,,,,1.00,Electrolit Coco 625ml,25.00,21.69,3.31
,,,,1.00,Gansito Tradicional 1p 50g,17.00,12.45,4.55
,,,,1.00,Doritos 3D Nacho 50gr,18.00,14.55,3.45
45841,Caja 1,wendy,02/01/2025,,,28.00,21.85,6.15
,,,,1.00,DONITAS-CHECHITOS-KIKYS BOLSA 25PZA,28.00,21.85,6.15
45842,Caja 1,wendy,02/01/2025,,,3.00,1.85,1.15
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.85,1.15
45843,Caja 1,wendy,02/01/2025,,,9.00,6.04,2.96
,,,,1.00,Halls De Miel,9.00,6.04,2.96
45844,Caja 1,wendy,02/01/2025,,,7.50,3.80,3.70
,,,,5.00,Clorets Menta 2.8gr 2Pastillas,7.50,3.80,3.70
45845,Caja 1,wendy,02/01/2025,,,42.00,35.72,6.28
,,,,1.00,Sal De Uvas Picot 1 Sobre,5.00,3.20,1.80
,,,,1.00,HUEVO CRIO 1/2 CONO,37.00,32.52,4.48
45846,Caja 1,wendy,02/01/2025,,,106.99,88.23,18.76
,,,,2.00,Valle Frut Citrus 355 ml 342198,22.00,17.86,4.14
,,,,0.27,Queso De Hebra,33.99,29.41,4.58
,,,,1.00,Peñafiel Twist Con Limon Y Sal 600ml,19.00,14.58,4.42
,,,,1.00,coca cola 1.350 ml,30.00,25.57,4.43
,,,,1.00,Bolsa Asa Grande venta individual 1pz,2.00,0.81,1.19
45847,Caja 1,wendy,02/01/2025,,,28.00,24.62,3.38
,,,,1.00,Mediacrema Lala 480ml,28.00,24.62,3.38
45848,Caja 1,wendy,02/01/2025,,,15.00,12.50,2.50
,,,,1.00,Chamoy Mega 390g,15.00,12.50,2.50
45849,Caja 1,wendy,02/01/2025,,,284.00,276.21,7.79
,,,,269.00,PAGO SERVICIOS XTREME MULTIPAGOS,269.00,266.31,2.69
,,,,1.00,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),15.00,9.90,5.10
45850,Caja 1,wendy,02/01/2025,,,64.00,55.27,8.73
,,,,1.00,Chile Chipotles Costeña 105g,14.00,12.01,1.99
,,,,0.40,Queso De Hebra,50.00,43.26,6.74
45851,Caja 1,wendy,02/01/2025,,,30.00,23.70,6.30
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.70,6.30
45852,Caja 1,wendy,02/01/2025,,,14.00,11.96,2.04
,,,,1.00,Cheetos Torcido Naranja 52g,14.00,11.96,2.04
45853,Caja 1,wendy,02/01/2025,,,30.00,25.57,4.43
,,,,1.00,coca cola 1.350 ml,30.00,25.57,4.43
45854,Caja 1,wendy,02/01/2025,,,12.00,6.94,5.06
,,,,2.00,Cigarro Marlboro Individual 1Pza,12.00,6.94,5.06
45855,Caja 1,wendy,02/01/2025,,,108.00,89.80,18.20
,,,,1.00,Mediacrema Lala 480ml,28.00,24.62,3.38
,,,,0.74,Queso Fresco,80.00,65.18,14.82
45856,Caja 1,wendy,02/01/2025,,,49.00,42.93,6.07
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
,,,,1.00,Mamut 44g 513700,10.00,8.48,1.52
45857,Caja Icsi,JENNY,02/01/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
45858,Caja 1,wendy,02/01/2025,,,22.00,12.03,9.97
,,,,6.00,Cerillo Clasico Individual,21.00,11.04,9.96
,,,,1.00,Bombon Individual,1.00,0.99,0.01
45859,Caja 1,wendy,02/01/2025,,,69.00,58.65,10.35
,,,,1.00,Mediacrema Nestle lata 225g,19.00,16.65,2.35
,,,,1.00,Nutrileche 1pza,20.00,17.55,2.45
,,,,0.28,Queso Fresco,30.00,24.45,5.55
45860,Caja 1,wendy,02/01/2025,,,18.00,10.41,7.59
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.41,7.59
45861,Caja 1,wendy,02/01/2025,,,17.00,12.12,4.88
,,,,1.00,Vaso Termico de Unicel #8 Paq 25pzas,17.00,12.12,4.88
45862,Caja 1,wendy,02/01/2025,,,66.00,52.64,13.36
,,,,1.00,Canelitas Tubo 249g,33.00,26.60,6.40
,,,,1.00,Polvorones Tubo 345g,33.00,26.04,6.96
45863,Caja 1,wendy,02/01/2025,,,19.00,15.25,3.75
,,,,1.00,Delicias Mantequilla 153g,19.00,15.25,3.75
45864,Caja 1,wendy,02/01/2025,,,18.00,15.25,2.75
,,,,1.00,Maravillas Gamesa 116g,18.00,15.25,2.75
45865,Caja 1,wendy,02/01/2025,,,7.00,6.93,0.07
,,,,7.00,Bombon Individual,7.00,6.93,0.07
45866,Caja 1,wendy,02/01/2025,,,79.00,65.91,13.09
,,,,1.00,Coca Jumbo 3lts 4745,49.00,41.74,7.26
,,,,1.00,Nectar Valle Claro Manzana 1lt,30.00,24.17,5.83
45867,Caja Icsi,JENNY,02/01/2025,,,40.00,30.60,9.40
,,,,1.00,Valle Frut Citrus 3lt,40.00,30.60,9.40
45868,Caja 1,wendy,02/01/2025,,,15.00,8.64,6.36
,,,,1.00,Cepillo Dental Colgate Premier Clean 1pz,15.00,8.64,6.36
45869,Caja 1,wendy,02/01/2025,,,26.00,15.62,10.38
,,,,2.00,Flanax 550 C/Uno 7501008498880,26.00,15.62,10.38
45870,Caja Icsi,JENNY,02/01/2025,,,80.00,1.00,79.00
,,,,1.00,Chip Telcel Con Saldo Activado 50 Saldo,80.00,1.00,79.00
45871,Caja 1,wendy,02/01/2025,,,41.00,33.67,7.33
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
,,,,1.00,Canelitas Marinela 120g,21.00,16.80,4.20
45872,Caja 1,wendy,02/01/2025,,,50.00,43.26,6.74
,,,,0.40,Queso De Hebra,50.00,43.26,6.74
45873,Caja Icsi,JENNY,02/01/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
45874,Caja Icsi,JENNY,02/01/2025,,,1000.00,980.00,20.00
,,,,1000.00,MASTER SERVICIOS XTREME,1000.00,980.00,20.00
45875,Caja 1,wendy,02/01/2025,,,19.00,5.98,13.02
,,,,1.00,Buscapina Compuesta,19.00,5.98,13.02
45876,Caja 1,wendy,02/01/2025,,,35.00,30.28,4.72
,,,,0.28,Queso De Hebra,35.00,30.28,4.72
45877,Caja 1,wendy,02/01/2025,,,54.00,45.06,8.94
,,,,0.32,Jamon Rebanado Suly 1kg,22.00,17.37,4.63
,,,,0.25,Queso De Hebra,32.00,27.69,4.31
45878,Caja 1,wendy,02/01/2025,,,31.00,24.76,6.24
,,,,1.00,Premier Higienico 425 Hjs,31.00,24.76,6.24
45879,Caja 1,wendy,02/01/2025,,,497.00,487.08,9.92
,,,,482.00,PAGO SERVICIOS XTREME MULTIPAGOS,482.00,477.18,4.82
,,,,1.00,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),15.00,9.90,5.10
45880,Caja 1,wendy,02/01/2025,,,31.00,24.76,6.24
,,,,1.00,Premier Higienico 425 Hjs,31.00,24.76,6.24
45881,Caja 1,wendy,02/01/2025,,,34.00,24.98,9.02
,,,,1.00,Gatorade Naranja 1 Litro,34.00,24.98,9.02
45882,Caja 1,wendy,02/01/2025,,,13.00,11.30,1.70
,,,,1.00,Palomitas Extramantequilla 85g,13.00,11.30,1.70
45883,Caja 1,wendy,02/01/2025,,,14.00,11.99,2.01
,,,,1.00,Cheetos Nacho 52gr,14.00,11.99,2.01
45884,Caja 1,wendy,02/01/2025,,,18.00,14.55,3.45
,,,,1.00,Doritos Nacho 61gr,18.00,14.55,3.45
45885,Caja 1,wendy,02/01/2025,,,53.00,44.66,8.34
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
,,,,1.00,Tostitos Salsa Verde 62g,16.00,14.55,1.45
,,,,1.00,Big Mix Fuego 75g,19.00,15.56,3.44
45886,Caja 1,wendy,02/01/2025,,,20.00,15.52,4.48
,,,,2.00,Galletas Animalitos 200g,20.00,15.52,4.48
45887,Caja 1,wendy,02/01/2025,,,15.00,10.80,4.20
,,,,1.00,Jabon Neustroskin 140gr,15.00,10.80,4.20
45888,Caja 1,wendy,02/01/2025,,,72.00,66.52,5.48
,,,,2.00,Envios De Recargas,2.00,0.02,1.98
,,,,70.00,RECARGAS XTREME (MULTICEL-MINISUPER),70.00,66.50,3.50
45889,Caja 1,wendy,02/01/2025,,,20.00,17.55,2.45
,,,,1.00,Nutrileche 1pza,20.00,17.55,2.45
45890,Caja 1,JENNY,03/01/2025,,,58.00,51.56,6.44
,,,,1.00,Ace Accion Instantanea 500g,23.00,18.78,4.22
,,,,1.00,Clarasol 1 Litro,12.00,10.12,1.88
,,,,1.00,Suavitel Complete Fresc Primavera 450ml,23.00,22.66,0.34
45891,Caja 1,JENNY,03/01/2025,,,14.00,11.58,2.42
,,,,1.00,Leche Nito Bebida Chocolate 236G,14.00,11.58,2.42
45892,Caja 1,JENNY,03/01/2025,,,14.00,10.00,4.00
,,,,1.00,Marianitas De Coco 185gr,14.00,10.00,4.00
45893,Caja 1,JENNY,03/01/2025,,,9.00,6.79,2.21
,,,,1.00,Bolsa Basura Grande 1pza,9.00,6.79,2.21
45894,Caja 1,JENNY,03/01/2025,,,65.00,54.70,10.30
,,,,1.00,Nutrileche 1pza,20.00,17.55,2.45
,,,,1.00,Marias Gamesa 1pz 7500478010592,14.00,11.73,2.27
,,,,1.00,Cremax Vainilla 213g,31.00,25.42,5.58
45895,Caja 1,JENNY,03/01/2025,,,45.00,25.71,19.29
,,,,1.00,Agua Ciel 1lt 310883,15.00,9.51,5.49
,,,,2.00,XL-3 VR par,30.00,16.20,13.80
45896,Caja 1,JENNY,03/01/2025,,,40.01,34.61,5.40
,,,,0.32,Queso De Hebra,40.01,34.61,5.40
45897,Caja 1,JENNY,03/01/2025,,,32.00,26.54,5.46
,,,,1.00,Cheetos Palomitas Queso 29gr,14.00,11.99,2.01
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
45898,Caja 1,JENNY,03/01/2025,,,23.00,18.78,4.22
,,,,1.00,Ace Accion Instantanea 500g,23.00,18.78,4.22
45899,Caja 1,JENNY,03/01/2025,,,14.00,11.58,2.42
,,,,1.00,Leche Nito Bebida Chocolate 236G,14.00,11.58,2.42
45900,Caja 1,JENNY,03/01/2025,,,39.00,34.45,4.55
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
45901,Caja 1,JENNY,03/01/2025,,,15.00,10.80,4.20
,,,,2.00,Suavelastic Etapa 5 Individual Jumbo,15.00,10.80,4.20
45902,Caja 1,JENNY,03/01/2025,,,40.00,31.35,8.65
,,,,1.00,Pepsi Jumbo 3Lt,40.00,31.35,8.65
45903,Caja 1,JENNY,03/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
45904,Caja 1,JENNY,03/01/2025,,,14.00,11.73,2.27
,,,,1.00,Marias Gamesa 1pz 7500478010592,14.00,11.73,2.27
45905,Caja 1,JENNY,03/01/2025,,,11.00,9.72,1.28
,,,,0.50,Arroz 1kg,11.00,9.72,1.28
45906,Caja 1,JENNY,03/01/2025,,,40.00,32.60,7.40
,,,,0.37,Queso Fresco,40.00,32.60,7.40
45907,Caja 1,JENNY,03/01/2025,,,63.00,53.94,9.06
,,,,1.00,Nescafe Clasico 42g,33.00,27.98,5.02
,,,,0.24,Queso De Hebra,30.00,25.96,4.04
45908,Caja 1,JENNY,03/01/2025,,,20.00,17.55,2.45
,,,,1.00,Nutrileche 1pza,20.00,17.55,2.45
45909,Caja 1,JENNY,03/01/2025,,,136.00,47.70,88.30
,,,,1.00,Mediacrema Lala 250g,16.00,14.10,1.90
,,,,0.37,Queso Fresco,40.00,32.60,7.40
,,,,1.00,Chip Telcel Con Saldo Activado 50 Saldo,80.00,1.00,79.00
45910,Caja 1,JENNY,03/01/2025,,,48.00,36.91,11.09
,,,,6.00,Huevo Crio Individual 1pza,18.00,13.02,4.98
,,,,1.00,Sidral Mundet Manzana-Durazno 2L,30.00,23.89,6.11
45911,Caja 1,JENNY,03/01/2025,,,63.00,46.40,16.60
,,,,1.00,Azucar 1 Kg,19.00,17.92,1.08
,,,,1.00,Jamaica bolsa 100gr,15.00,7.45,7.55
,,,,1.00,Pasta Dental Oral B,29.00,21.03,7.97
45912,Caja 1,JENNY,03/01/2025,,,50.00,1.00,49.00
,,,,1.00,Chip Bait Con 100 Saldo,50.00,1.00,49.00
45913,Caja 1,JENNY,03/01/2025,,,38.00,32.88,5.12
,,,,0.30,Queso De Hebra,38.00,32.88,5.12
45914,Caja 1,JENNY,03/01/2025,,,76.00,61.81,14.19
,,,,1.00,Coca Jumbo 3lts 4745,49.00,41.74,7.26
,,,,1.00,Pancrema 151g,13.00,10.07,2.93
,,,,1.00,Marianitas De Coco 185gr,14.00,10.00,4.00
45915,Caja 1,JENNY,03/01/2025,,,14.00,10.00,4.00
,,,,1.00,Marianitas De Coco 185gr,14.00,10.00,4.00
45916,Caja 1,JENNY,03/01/2025,,,17.00,12.12,4.88
,,,,1.00,Vaso Termico de Unicel #8 Paq 25pzas,17.00,12.12,4.88
45917,Caja 1,JENNY,03/01/2025,,,1108.00,1066.76,41.24
,,,,1.00,COCA COLA 2.5LT RET PAQ 8PZ,260.00,239.96,20.04
,,,,4.00,COCA RETORNABLE 3LTS PAQ 6PZA,848.00,826.80,21.20
45918,Caja 1,JENNY,03/01/2025,,,20.00,17.30,2.70
,,,,0.16,Queso De Hebra,20.00,17.30,2.70
45919,Caja 1,JENNY,03/01/2025,,,37.00,24.55,12.45
,,,,1.00,Talco Dos Caras Bebe 150gr,37.00,24.55,12.45
45920,Caja 1,JENNY,03/01/2025,,,30.00,23.70,6.30
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.70,6.30
45921,Caja 1,JENNY,03/01/2025,,,28.00,23.16,4.84
,,,,2.00,Leche Nito Bebida Chocolate 236G,28.00,23.16,4.84
45922,Caja 1,JENNY,03/01/2025,,,19.00,15.41,3.59
,,,,1.00,Cacahuate Karate 110g,19.00,15.41,3.59
45923,Caja 1,JENNY,03/01/2025,,,10.00,7.10,2.90
,,,,2.00,Bubbaloo Paleta Xtreme Mora 1Pz,10.00,7.10,2.90
45924,Caja 1,JENNY,03/01/2025,,,125.00,109.01,15.99
,,,,1.00,Queso De Hebra,125.00,109.01,15.99
45925,Caja 1,JENNY,03/01/2025,,,424.00,413.40,10.60
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,424.00,413.40,10.60
45926,Caja 1,JENNY,03/01/2025,,,9.00,6.79,2.21
,,,,1.00,Bolsa Basura Grande 1pza,9.00,6.79,2.21
45927,Caja 1,JENNY,03/01/2025,,,80.00,1.00,79.00
,,,,1.00,Chip Telcel Con Saldo Activado 50 Saldo,80.00,1.00,79.00
45928,Caja 1,JENNY,03/01/2025,,,6.00,0.00,6.00
,,,,1.00,Caja Vacia De Huevo,6.00,0.00,6.00
45929,Caja 1,JENNY,03/01/2025,,,12.00,6.94,5.06
,,,,2.00,Cigarro Marlboro Individual 1Pza,12.00,6.94,5.06
45930,Caja 1,JENNY,03/01/2025,,,3.00,2.97,0.03
,,,,3.00,Bombon Individual,3.00,2.97,0.03
45931,Caja 1,JENNY,03/01/2025,,,77.00,63.24,13.76
,,,,1.00,Coca Jumbo 3lts 4745,49.00,41.74,7.26
,,,,6.00,Huevo Crio Individual 1pza,18.00,13.02,4.98
,,,,1.00,Mamut 44g 513700,10.00,8.48,1.52
45932,Caja 1,JENNY,03/01/2025,,,22.00,19.44,2.56
,,,,1.00,Arroz 1kg,22.00,19.44,2.56
45933,Caja 1,JENNY,03/01/2025,,,50.00,43.26,6.74
,,,,0.40,Queso De Hebra,50.00,43.26,6.74
45934,Caja 1,JENNY,03/01/2025,,,37.00,26.51,10.49
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,1.00,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
45935,Caja 1,JENNY,03/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
45936,Caja 1,JENNY,03/01/2025,,,22.00,17.91,4.09
,,,,1.00,Chocoroles Piña  2p 80G,22.00,17.91,4.09
45937,Caja 1,JENNY,03/01/2025,,,50.00,37.91,12.09
,,,,1.00,Power Naranja 1lt 317677,32.00,23.36,8.64
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
45938,Caja 1,JENNY,03/01/2025,,,30.00,25.96,4.04
,,,,0.24,Queso De Hebra,30.00,25.96,4.04
45939,Caja 1,JENNY,03/01/2025,,,18.00,11.51,6.49
,,,,1.00,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
45940,Caja 1,JENNY,03/01/2025,,,424.00,413.40,10.60
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,424.00,413.40,10.60
45941,Caja 1,JENNY,03/01/2025,,,19.00,15.00,4.00
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
45942,Caja 1,JENNY,03/01/2025,,,52.00,41.86,10.14
,,,,1.00,Chile En Rajas La Costeña 105 Gr,9.00,7.38,1.62
,,,,1.00,Nutrioli 850ml,43.00,34.48,8.52
45943,Caja 1,JENNY,03/01/2025,,,19.00,15.25,3.75
,,,,1.00,Emperador Nuez 101g,19.00,15.25,3.75
45944,Caja 1,JENNY,03/01/2025,,,12.00,8.81,3.19
,,,,1.00,Nectar Valle Durazno Minibrick 250ml,12.00,8.81,3.19
45945,Caja 1,JENNY,03/01/2025,,,50.00,20.00,30.00
,,,,1.00,Cable USB2.0 C 1HORA,50.00,20.00,30.00
45946,Caja 1,JENNY,03/01/2025,,,5.00,2.87,2.13
,,,,1.00,NORTOMATE CAJA 2PZ,5.00,2.87,2.13
45947,Caja 1,JENNY,03/01/2025,,,20.00,16.87,3.13
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
45948,Caja 1,JENNY,03/01/2025,,,165.00,140.00,25.00
,,,,0.50,Queso Fresco,54.00,44.00,10.00
,,,,1.00,Escudo Proteccion Cuidado 135gr,22.00,17.00,5.00
,,,,1.00,Head Shoulders Control Caida,89.00,79.00,10.00
45949,Caja 1,JENNY,03/01/2025,,,6.00,1.77,4.23
,,,,3.00,Solicitud De Empleo 1Pza,6.00,1.77,4.23
45950,Caja 1,JENNY,03/01/2025,,,42.00,24.18,17.82
,,,,6.00,Gelatina Lala General 125gr 020556,42.00,24.18,17.82
45951,Caja 1,JENNY,03/01/2025,,,101.00,84.51,16.49
,,,,2.00,Platanitos Fritos Y Chicharrones (bananitas),38.00,30.00,8.00
,,,,0.50,Queso De Hebra,63.00,54.51,8.49
45952,Caja 1,JENNY,03/01/2025,,,80.00,1.00,79.00
,,,,1.00,Chip Telcel Con Saldo Activado 50 Saldo,80.00,1.00,79.00
45953,Caja 1,JENNY,03/01/2025,,,49.00,42.37,6.63
,,,,1.00,Azucar 1 Kg,19.00,17.92,1.08
,,,,0.16,Queso De Hebra,20.00,17.30,2.70
,,,,0.20,Salchijocho Pavo Any Agranel,10.00,7.15,2.85
45954,Caja 1,JENNY,03/01/2025,,,13.00,10.07,2.93
,,,,1.00,Pancrema 151g,13.00,10.07,2.93
45955,Caja 1,JENNY,03/01/2025,,,25.00,20.37,4.63
,,,,0.23,Queso Fresco,25.00,20.37,4.63
45956,Caja 1,JENNY,03/01/2025,,,29.00,21.25,7.75
,,,,1.00,Valle Frut Citrus 2 Litros 330461,29.00,21.25,7.75
45957,Caja 1,JENNY,03/01/2025,,,424.00,413.40,10.60
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,424.00,413.40,10.60
45958,Caja 1,JENNY,03/01/2025,,,707.00,665.07,41.93
,,,,7.00,Envios De Recargas,7.00,0.07,6.93
,,,,700.00,RECARGAS XTREME (MULTICEL-MINISUPER),700.00,665.00,35.00
45959,Caja 1,wendy,03/01/2025,,,39.00,34.45,4.55
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
45960,Caja 1,wendy,03/01/2025,,,28.00,22.31,5.69
,,,,1.00,Mayonesa #8 190g,28.00,22.31,5.69
45961,Caja 1,wendy,03/01/2025,,,44.00,35.79,8.21
,,,,0.24,Queso De Hebra,30.00,25.96,4.04
,,,,1.00,QUESO CASTEL PAQ 10PZA,14.00,9.83,4.17
45962,Caja Icsi,admin,03/01/2025,,,92.00,66.13,25.87
,,,,2.00,Cuaderno Cuadro Scribe Mediano 100 Hj,50.00,33.52,16.48
,,,,2.00,Lapicero Bic Azul Mediano,12.00,7.04,4.96
,,,,1.00,coca cola 1.350 ml,30.00,25.57,4.43
45963,Caja 1,wendy,03/01/2025,,,23.00,19.05,3.95
,,,,1.00,Clarasol 1.850lt,23.00,19.05,3.95
45964,Caja 1,wendy,03/01/2025,,,61.00,49.12,11.88
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
,,,,1.00,Panque Pasas 280g,41.00,32.25,8.75
45965,Caja 1,wendy,03/01/2025,,,48.00,42.00,6.00
,,,,1.00,Epura Garrafon 20 Lts,48.00,42.00,6.00
45966,Caja Icsi,admin,03/01/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
45967,Caja 1,wendy,03/01/2025,,,18.00,14.55,3.45
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
45968,Caja 1,wendy,03/01/2025,,,17.00,14.00,3.00
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
45969,Caja 1,wendy,03/01/2025,,,134.00,115.38,18.62
,,,,2.00,Patrona 1 Litro,80.00,69.42,10.58
,,,,1.00,HUEVO CRIO 1/2 CONO,37.00,32.52,4.48
,,,,1.00,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
45970,Caja 1,wendy,03/01/2025,,,50.00,40.98,9.02
,,,,2.00,Contac Ultra 500g Par,20.00,15.02,4.98
,,,,0.24,Queso De Hebra,30.00,25.96,4.04
45971,Caja 1,wendy,03/01/2025,,,71.00,65.01,5.99
,,,,1.00,HUEVO CRIO CONO 30PZ,71.00,65.01,5.99
45972,Caja 1,wendy,03/01/2025,,,14.00,12.01,1.99
,,,,1.00,Chile Chipotles Costeña 105g,14.00,12.01,1.99
45973,Caja Icsi,admin,03/01/2025,,,4.00,0.32,3.68
,,,,2.00,COPIA CREDENCIAL,4.00,0.32,3.68
45974,Caja 1,wendy,03/01/2025,,,28.00,21.85,6.15
,,,,1.00,DONITAS-CHECHITOS-KIKYS BOLSA 25PZA,28.00,21.85,6.15
45975,Caja 1,wendy,03/01/2025,,,14.99,12.97,2.02
,,,,0.12,Queso De Hebra,14.99,12.97,2.02
45976,Caja 1,wendy,03/01/2025,,,35.00,29.52,5.48
,,,,0.16,Queso De Hebra,20.00,17.30,2.70
,,,,0.14,Queso Fresco,15.00,12.22,2.78
45977,Caja 1,wendy,03/01/2025,,,50.00,43.26,6.74
,,,,0.40,Queso De Hebra,50.00,43.26,6.74
45978,Caja 1,wendy,03/01/2025,,,18.00,10.41,7.59
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.41,7.59
45979,Caja 1,wendy,03/01/2025,,,11.00,8.93,2.07
,,,,1.00,Valle Frut Citrus 355 ml 342198,11.00,8.93,2.07
45980,Caja 1,wendy,03/01/2025,,,46.00,36.00,10.00
,,,,1.00,Bombon Big Xtreme Bolsa 420g,46.00,36.00,10.00
45981,Caja 1,wendy,03/01/2025,,,40.00,32.59,7.41
,,,,1.00,Donas 6p Bimbo 158g,22.00,18.04,3.96
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
45982,Caja Icsi,admin,03/01/2025,,,18.00,13.27,4.73
,,,,1.00,Epura 1.5 lt,18.00,13.27,4.73
45983,Caja 1,wendy,03/01/2025,,,37.00,24.49,12.51
,,,,1.00,Bolsa Basura Grande 1pza,9.00,6.79,2.21
,,,,2.00,TMGN COFFE Cafe De Olla Omnilife,28.00,17.70,10.30
45984,Caja 1,wendy,03/01/2025,,,10.00,4.45,5.55
,,,,5.00,Caramelo De aniz y menta Individual,10.00,4.45,5.55
45985,Caja 1,wendy,03/01/2025,,,7.00,4.03,2.97
,,,,1.00,Gelatina Lala General 125gr 020556,7.00,4.03,2.97
45986,Caja 1,wendy,03/01/2025,,,38.00,29.80,8.20
,,,,1.00,Cremax De Nieve Chocolate 90g 7500478022885,20.00,15.25,4.75
,,,,1.00,Ruffles Sal Original 52gr,18.00,14.55,3.45
45987,Caja 1,wendy,03/01/2025,,,19.00,14.87,4.13
,,,,1.00,Big Mix Inglesa Limon 75g,19.00,14.87,4.13
45988,Caja 1,wendy,03/01/2025,,,19.00,14.40,4.60
,,,,1.00,Takis Salsa Brava 68g,19.00,14.40,4.60
45989,Caja 1,wendy,03/01/2025,,,8.00,5.72,2.28
,,,,1.00,Vogue Higienico De Rollo Ind,8.00,5.72,2.28
45990,Caja 1,wendy,03/01/2025,,,30.00,25.96,4.04
,,,,0.24,Queso De Hebra,30.00,25.96,4.04
45991,Caja 1,wendy,03/01/2025,,,25.00,21.69,3.31
,,,,1.00,Electrolit Coco 625ml,25.00,21.69,3.31
45992,Caja 1,wendy,03/01/2025,,,41.00,32.25,8.75
,,,,1.00,Panque Nuez 255G,41.00,32.25,8.75
45993,Caja Icsi,admin,03/01/2025,,,52.00,4.16,47.84
,,,,26.00,COPIA CREDENCIAL,52.00,4.16,47.84
45994,Caja 1,wendy,03/01/2025,,,61.00,52.49,8.51
